Name,Category,Energy (kcal),Protein (mg),Carbohydrate (mg),"Sugars, total(mg)","Fiber, total dietary (mg)",Total Fat (mg),"Fatty acids, total saturated (mg)",Cholesterol (mg),Niacin (mg),Folic acid ((mg)),"Choline, total (mg)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (mg),Water(mg)
"Cream of wheat, regular or quick, made with non-dairy milk, fat added",Grits and other cooked cereals,94,2500,14200,3110,700,2980,1036,3,0.688,0.008,12.2,0,2.03,249,34,12,97,142,0,0,0,79310
"Cream of wheat, instant, made with water, no added fat",Grits and other cooked cereals,66,1520,14420,3640,500,210,32,0,2.436,0.046,3.3,0,0.02,54,15,6,17,85,0,0,0,83460
"Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style",Grits and other cooked cereals,108,4010,18840,11080,400,1930,1049,7,0.483,0.006,16.6,0.1,0.04,173,102,13,150,140,0,0,0,74220
"Cream of wheat, instant, made with water, fat added",Grits and other cooked cereals,81,1500,14060,3550,500,2070,930,3,2.376,0.045,3.6,0,0.23,53,15,6,17,100,0,0,0,81940
"Cream of wheat, instant, made with water, NS as to fat",Grits and other cooked cereals,81,1500,14060,3550,500,2070,930,3,2.376,0.045,3.6,0,0.23,53,15,6,17,100,0,0,0,81940
"Cream of wheat, instant, made with milk, fat added",Grits and other cooked cereals,122,4170,17960,7460,500,3670,1861,10,2.464,0.045,17.2,0.1,0.26,151,97,14,142,128,0,0,0,73250
"Cream of wheat, instant, made with milk, no added fat",Grits and other cooked cereals,108,4260,18410,7650,500,1850,987,7,2.526,0.046,17.3,0.1,0.04,154,99,15,145,114,0,0,0,74550
"Cream of wheat, instant, made with milk, NS as to fat",Grits and other cooked cereals,122,4170,17960,7460,500,3670,1861,10,2.464,0.045,17.2,0.1,0.26,151,97,14,142,128,0,0,0,73250
"Cream of wheat, instant, made with non-dairy milk, NS as to fat",Grits and other cooked cereals,105,2330,17060,5980,600,3010,1120,3,2.513,0.045,10.5,0,1.67,181,30,11,81,145,0,0,0,76690
"Cream of wheat, instant, made with non-dairy milk, no added fat",Grits and other cooked cereals,90,2380,17490,6130,600,1170,226,0,2.576,0.046,10.4,0,1.49,186,30,12,82,132,0,0,0,78070
"Cream of wheat, instant, made with non-dairy milk, fat added",Grits and other cooked cereals,105,2330,17060,5980,600,3010,1120,3,2.513,0.045,10.5,0,1.67,181,30,11,81,145,0,0,0,76690
"Bulgur, no added fat","Pasta, noodles, cooked grains",83,3060,18480,100,4500,240,42,0,0.994,0,6.9,0,0.01,10,40,32,68,219,0,0,0,77330
"Bulgur, fat added","Pasta, noodles, cooked grains",112,2870,17320,90,4200,4170,836,0,0.93,0,7.1,0,1.4,11,38,30,65,249,0,0,0,74710
"Bulgur, NS as to fat","Pasta, noodles, cooked grains",83,3060,18480,100,4500,240,42,0,0.994,0,6.9,0,0.01,10,40,32,68,219,0,0,0,77330
"Couscous, plain, cooked","Pasta, noodles, cooked grains",111,3770,23110,100,1400,160,29,0,0.978,0,3.3,0,0.13,8,22,8,58,189,0,0,0,72230
"Whole wheat cereal, cooked, NS as to fat",Grits and other cooked cereals,60,1530,10210,60,1300,1860,803,3,0.599,0,3.5,0,0.36,9,49,18,51,84,0,0,0,85860
"Whole wheat cereal, cooked, no added fat",Grits and other cooked cereals,47,1550,10390,60,1300,280,41,0,0.609,0,3.2,0,0.18,9,50,18,51,71,0,0,0,87270
"Whole wheat cereal, cooked, fat added",Grits and other cooked cereals,60,1530,10210,60,1300,1860,803,3,0.599,0,3.5,0,0.36,9,49,18,51,84,0,0,0,85860
"Wheat cereal, chocolate flavored, cooked",Grits and other cooked cereals,49,1790,10960,80,1800,470,156,0,0.625,0,3.3,0,0.18,11,59,25,72,337,3,29,0,85520
"Oat bran cereal, cooked, no added fat",Grits and other cooked cereals,46,3210,12280,270,2900,1300,246,0,0.156,0,6,0,0.19,14,129,45,100,69,0,0,0,82400
"Oat bran cereal, cooked, fat added",Grits and other cooked cereals,58,3170,12080,260,2800,2790,971,3,0.154,0,6.2,0,0.36,14,128,44,99,81,0,0,0,81140
"Oat bran cereal, cooked, NS as to fat",Grits and other cooked cereals,58,3170,12080,260,2800,2790,971,3,0.154,0,6.2,0,0.36,14,128,44,99,81,0,0,0,81140
Cream of rye,Grits and other cooked cereals,41,1280,8860,130,1400,180,21,0,0.183,0,2.4,0,0.17,6,25,8,43,139,0,0,0,89100
"Cereal, oat, NFS","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",372,12400,73200,4500,10100,6600,1600,0,17.9,0.692,26.2,21.4,0.41,357,357,114,633,497,0,0,0,3760
"Cereal, ready-to-eat, NFS","Ready-to-eat cereal, higher sugar (>21.2g/100g)",373,9050,79470,22170,7100,4810,938,0,21.567,0.591,18.2,22.1,0.35,292,269,79,416,514,0,0,0,3550
Cereal (Kellogg's All-Bran),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",259,13140,74240,15690,29300,4900,1100,0,14.8,1.269,49.4,20,1.19,389,1150,362,1020,258,0,0,0,2120
Cereal (Post Alpha-Bits),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",389,10000,80300,21000,7100,4600,1100,0,16.7,0.648,25.6,20,0.31,35,309,99,267,592,0,0,0,1200
Cereal (General Mills Cheerios Apple Cinnamon),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",386,8300,79900,34200,7300,6090,1100,0,16.7,0.648,17.7,20,0.68,333,267,80,248,390,0,0,0,2290
Cereal (Kellogg's Apple Jacks),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",375,5100,88200,43700,9300,3400,1900,0,17.9,0.338,7.5,54,0.12,12,70,29,112,466,0,0,0,2500
Cereal (Post Great Grains Banana Nut Crunch),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",390,9800,70900,17500,11200,8800,1100,0,8.5,0.32,20.3,0.1,1.64,44,279,98,349,238,0,0,0,5600
Cereal (General Mills Cheerios Banana Nut),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",375,5500,84690,33090,6100,4000,690,0,17.89,0.695,14.7,53.6,0.53,357,214,57,255,533,0,0,0,2200
Cereal (General Mills Cheerios Berry Burst),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",378,8800,80500,27000,7600,4500,1000,0,18.5,0.722,27.4,22.2,0.44,370,222,89,230,639,0,0,0,2040
Cereal (Quaker Cap'n Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",398,4390,85510,44320,2500,5120,3346,0,21.465,1.536,8.6,0,0.62,11,167,55,186,754,0,0,0,2500
Cereal (Quaker Christmas Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",397,4440,85920,44310,2600,4830,3081,0,21.736,1.518,8.6,0.1,0.42,11,168,55,186,724,0,0,0,2500
Cereal (Quaker Cap'n Crunch's Crunchberries),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",397,4450,85930,44200,2600,4830,3080,0,20.75,1.611,8.6,0.1,0.63,11,168,55,187,725,0,0,0,2500
Cereal (Quaker Cap'n Crunch's Peanut Butter Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",417,7100,78650,33360,2700,9230,3920,0,20.36,1.535,14.7,0,0.61,9,194,69,236,742,0,0,0,2500
Cereal (General Mills Cheerios),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",372,12400,73200,4500,10100,6600,1600,0,17.9,0.692,26.2,21.4,0.41,357,357,114,633,497,0,0,0,3760
Cereal (General Mills Chex Chocolate),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",412,4800,81090,26200,2000,8390,1600,0,14.3,0.639,12.9,17.1,1.69,286,143,29,186,629,1,42,0,2190
Cereal (General Mills Chex Cinnamon),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",403,5000,82400,26100,2400,6590,600,0,16.7,0.663,12.4,20,1.51,333,67,27,126,605,0,0,0,2310
Cereal (General Mills Cheerios Chocolate),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,5800,83500,34090,6200,5090,1000,0,18.5,0.722,17.4,55.6,0.59,370,222,59,282,556,1,47,0,2200
"Cereal, chocolate flavored, frosted, puffed corn","Ready-to-eat cereal, higher sugar (>21.2g/100g)",405,3340,87200,43700,3800,3500,961,0,17.637,0.334,4.5,52.9,0.11,70,141,36,176,534,4,136,0,3420
Cereal (General Mills Lucky Charms Chocolate),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",381,5590,84400,36790,5300,4400,600,0,17.89,0.338,12.6,21.4,0.57,357,214,57,249,539,4,37,0,2290
Cereal (General Mills Cinnamon Toast Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",410,5450,77990,30300,6800,10250,975,0,24.533,0.349,13.1,19.4,2.14,444,199,54,201,567,0,0,0,3240
Cereal (General Mills 25% Less Sugar Cinnamon Toast Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",386,5090,78190,21390,11200,9890,1000,0,14.3,0.267,12.4,17.1,1.74,714,357,57,167,565,0,0,0,2500
Cereal (General Mills Honey Nut Clusters),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",374,7700,85200,24800,6300,2000,500,0,8.8,0.156,19.4,10.5,0.39,34,140,42,184,515,0,0,0,2350
Cereal (Kellogg's Cocoa Krispies),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",389,4600,87900,38600,1400,2700,2100,0,16.1,0.319,8.7,48,10.8,127,102,38,197,424,5,41,0,2810
Cereal (Post Cocoa Pebbles),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",397,4800,85700,35800,1600,4100,3600,0,17.2,0.341,3.8,0,0.13,22,95,31,193,594,2,75,0,2500
Cereal (General Mills Cocoa Puffs),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",383,5600,83700,37200,5700,5200,1000,0,18.5,0.351,12.2,22.2,0.7,370,222,59,272,564,6,53,0,1800
Cereal (General Mills Cookie Crisp),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,5200,84500,34800,5100,4400,800,0,19.2,0.366,12.8,23.1,0.57,385,154,31,231,457,4,36,0,2300
Cereal (General Mills Chex Corn),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",370,6400,85000,11100,4700,2400,400,0,16.1,0.626,12.9,19.4,0.25,323,129,26,197,719,0,0,0,2500
"Cereal, corn flakes","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,7500,84100,9500,3300,400,116,0,17.9,0.323,8.7,21,0.12,5,102,39,168,729,0,0,0,3760
Cereal (Kellogg's Corn Flakes),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,7500,84100,9500,3300,400,116,0,17.9,0.323,8.7,21,0.12,5,102,39,168,729,0,0,0,3760
"Cereal, corn puffs","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,7690,82820,9760,8800,3460,576,0,24.25,0.768,15.3,25.4,0.3,570,189,51,223,596,0,0,0,2790
Cereal (General Mills Count Chocula),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",383,5400,84500,33090,5000,4690,600,0,18.5,0.351,13.1,22.2,0.62,370,222,30,228,488,1,31,0,1890
Cereal (Kellogg's Cracklin' Oat Bran),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",395,9200,70300,28000,12700,14100,6200,0,10.2,0.185,29.2,31,0,59,278,153,403,280,0,0,0,3000
"Cereal (Post Great Grains, Cranberry Almond Crunch)","Ready-to-eat cereal, higher sugar (>21.2g/100g)",384,8900,76600,25500,11100,5900,800,0,10.4,0.189,26.9,25,5.63,40,255,89,308,214,0,0,0,6200
Cereal (Kellogg's Crispix),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",378,6590,87190,12800,1000,800,200,0,24.1,0.947,6,21,0.1,9,45,13,71,660,0,0,0,3000
"Cereal, crispy rice","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",383,6690,86220,12120,700,1260,360,0,28.967,0.602,6,64.5,0.06,5,98,23,106,545,0,0,0,3620
Cereal (General Mills Fiber One),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",207,6590,84300,1000,46200,2290,400,0,16.7,0.314,12.3,20,0.3,333,200,53,374,356,0,0,0,3220
Cereal (General Mills Fiber One Honey Clusters),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",323,7690,83900,17790,19000,2590,400,0,19.2,0.75,27.4,11.5,0.62,192,192,77,372,394,0,0,0,2680
Cereal (General Mills Fiber One Raisin Bran Clusters),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",317,6300,83400,25600,17900,2290,400,0,9.1,0.163,26.6,10.9,0.58,182,182,58,423,337,0,0,0,5190
"Cereal, bran flakes","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",352,9650,81250,16900,14200,2900,450,0,16.95,0.66,31.2,0,0.79,40,364,165,434,505,0,0,0,3350
Cereal (Kellogg's All-Bran Complete Wheat Flakes),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",327,10200,81600,18800,17300,2500,400,0,69,1.36,35,207,46.35,39,517,138,518,718,0,0,0,2500
Cereal (Post Bran Flakes),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",328,9900,80500,18600,18300,2100,400,0,16.7,0.648,33.5,0,0.77,44,449,229,533,540,0,0,0,3400
Cereal (General Mills Frankenberry),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",386,5500,85400,27290,4200,4300,500,0,15.19,0.284,10.9,18.2,0.77,303,182,24,163,458,0,0,0,1890
Cereal (Kellogg's Froot Loops),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",375,5300,88000,34500,9300,3400,1800,0,17.2,0.326,10.5,52,0.15,10,74,31,117,469,0,0,0,2500
Cereal (Kellogg's Froot Loops Marshmallow),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",376,4590,89300,49900,7400,2790,1500,0,17.2,0.326,5.8,52,0.3,9,65,25,95,393,0,0,0,2500
Cereal (General Mills Cheerios Frosted),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",376,9000,79800,32000,7500,4690,1100,0,18.5,0.722,28.5,22.2,0.33,370,296,89,254,553,0,0,0,2200
Cereal (Kellogg's Frosted Mini-Wheats),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",350,9200,83400,20300,10800,1600,400,0,8.6,0.326,25.3,0,0.67,28,368,86,363,2,0,0,0,4800
"Cereal, frosted rice","Ready-to-eat cereal, higher sugar (>21.2g/100g)",384,4300,91300,40200,500,400,100,0,16.7,0.396,3.6,50,11.25,6,81,23,59,371,0,0,0,2500
"Cereal, fruit rings","Ready-to-eat cereal, higher sugar (>21.2g/100g)",391,4690,85940,45310,2200,3200,687,0,15.63,0.606,5.8,18.8,0.01,313,78,24,104,453,0,0,0,2500
Cereal (General Mills Cheerios Fruity),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",381,5800,84190,32200,5900,4590,690,0,18.5,0.722,17.5,55.6,0.79,370,222,30,214,501,0,0,0,2200
Cereal (Post Fruity Pebbles),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",402,4620,86100,34280,800,4020,3600,0,18.52,0.366,3.7,22.2,0.13,19,71,16,72,531,0,0,0,3000
Cereal (General Mills Golden Grahams),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",374,5300,85100,35000,5600,3200,400,0,16.1,0.304,15.2,19.4,0.64,323,129,26,206,772,0,0,0,2200
"Cereal, granola","Ready-to-eat cereal, higher sugar (>21.2g/100g)",422,9960,73750,22200,9400,11460,1532,1,1.75,0,25.4,0.4,1.1,82,347,93,426,103,0,0,0,3000
"Granola, homemade","Ready-to-eat cereal, lower sugar (=<21.2g/100g)",489,13670,53880,19800,8900,24310,3957,0,2.739,0,49.2,1.2,11.1,76,431,168,539,26,0,0,0,5840
Cereal (Kellogg's Low Fat Granola),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",422,9960,73750,22200,9400,11460,1532,1,1.75,0,25.4,0.4,1.1,82,347,93,426,103,0,0,0,3000
Cereal (Post Grape-Nuts),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",361,11220,80490,8860,13000,1810,340,0,8.62,0.326,31.9,0.1,0.62,32,467,124,400,465,0,0,0,3500
"Cereal (Post Great Grains Raisins, Dates, and Pecans)","Ready-to-eat cereal, higher sugar (>21.2g/100g)",378,7900,74300,24100,9300,7100,800,0,9.1,0.163,24.1,0.5,0.57,39,253,87,378,247,0,0,0,8500
Cereal (Post Honey Bunches of Oats Honey Roasted),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",401,7120,81190,19790,4200,5460,640,0,17.8,0.648,13.4,0,1.22,23,156,50,209,454,0,0,0,5000
Cereal (Post Honey Bunches of Oats with Vanilla Bunches),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",394,7900,81800,20700,7800,5100,600,0,8.9,0.338,22.9,0,0.94,33,232,75,262,267,0,0,0,3000
Cereal (Post Honey Bunches of Oats with Almonds),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",409,7700,79600,20000,5500,7300,800,0,15.6,0.606,21.4,0,1.86,35,172,61,211,417,0,0,0,2900
Cereal (Post Honeycomb),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",394,6010,86630,31510,3200,2930,1290,0,15.62,0.294,8.6,0,0.17,11,132,45,142,553,0,0,0,1500
Cereal (General Mills Chex Honey Nut),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",375,6300,86670,28100,3900,2000,500,0,15.6,0.294,11.3,18.8,0.21,313,63,25,219,600,0,0,0,2200
Cereal (General Mills Cheerios Honey Nut),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",376,8850,79690,32890,7100,5000,529,0,21.4,0.64,20.6,21.4,0.48,425,328,90,412,566,0,0,0,2860
Cereal (Post Shredded Wheat Honey Nut),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",373,8500,83600,20700,10700,2900,400,0,8.5,0.128,20,0,1.2,38,274,93,348,102,0,0,0,3000
Cereal (Kellogg's Honey Smacks),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,5700,88500,56200,5000,2200,500,0,18.5,0.351,15.6,22,0.41,14,213,59,183,142,0,0,0,2900
Cereal (Kashi 7 Whole Grain Puffs),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",336,13000,78600,930,8000,2300,463,0,3.2,0,31.8,0,1.06,38,240,153,277,9,0,0,0,4000
Cereal (Kashi Autumn Wheat),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",338,12000,79000,12400,11200,1400,300,0,5.2,0,29.7,0,0.96,29,225,81,342,4,0,0,0,5000
Cereal (Kashi GOLEAN),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",311,24890,67190,16500,20100,2200,400,0,1.7,0,35.2,0,0.38,119,301,101,845,177,0,0,0,3000
Cereal (Kashi GOLEAN Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",367,16700,71400,24000,14500,5900,800,0,0.5,0,20.2,1,1.33,59,251,82,613,186,0,0,0,3500
Cereal (Kashi GOLEAN Crunch Honey Almond Flax),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",379,16790,66900,22200,15000,9900,1000,0,0.8,0,47.4,1,2.68,75,270,105,620,268,0,0,0,3650
Cereal (Kashi Heart to Heart Honey Toasted Oat),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",364,11390,78690,15500,13700,5000,1000,0,1,1.169,19.5,91,60.97,41,38,7,243,267,0,0,0,2500
Cereal (General Mills Kix),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",357,7690,82820,9760,8800,3460,576,0,24.25,0.768,15.3,25.4,0.3,570,189,51,223,596,0,0,0,2790
Cereal (General Mills Honey Kix),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",364,6400,83000,18200,8300,3900,535,0,21.2,0.83,16.4,27.3,0,455,182,49,212,582,0,0,0,2370
Cereal (Kellogg's Krave),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",381,6190,82080,33230,10100,6970,6000,0,21.524,0.412,27.1,64.8,0.5,17,167,58,259,554,4,37,0,2860
Cereal (Quaker Life),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",374,9980,77740,19430,6600,4430,830,0,17.18,1.286,24,0,0.61,351,423,98,283,501,0,0,0,4300
Cereal (General Mills Lucky Charms),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,7670,80890,36130,5000,5020,885,0,25.3,0.722,16.1,26.6,0.45,434,289,74,222,648,0,0,0,4150
"Cereal, frosted oat cereal with marshmallows","Ready-to-eat cereal, higher sugar (>21.2g/100g)",400,7100,84700,36130,4300,3330,620,0,17.64,0.334,16.1,20,0.45,333,141,28,207,533,0,0,0,2800
Cereal (Malt-O-Meal Blueberry Muffin Tops),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",354,9090,81810,20000,10900,1940,228,0,9.09,0.699,26.1,0,0.86,29,273,100,327,18,0,0,0,5500
Cereal (Malt-O-Meal Cinnamon Toasters),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",425,3320,78330,32860,5000,12060,1850,0,16.67,0.648,16.1,20,0.43,333,250,27,157,473,0,0,0,3000
Cereal (Malt-O-Meal Coco-Roos),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",389,3410,86750,48110,3300,4610,2570,0,16.67,0.648,2.6,20,0.02,333,72,27,201,350,6,198,0,2500
Cereal (Malt-O-Meal Colossal Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",401,3640,81590,42500,1700,5280,2240,0,16.67,0.648,9,20,0.15,0,57,5,110,806,0,0,0,2500
Cereal (Malt-O-Meal Cocoa Dyno-Bites),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",397,4150,87930,43150,1100,3430,2580,0,17.23,0.341,3.4,0,0.06,17,69,28,181,534,4,36,0,3000
Cereal (Malt-O-Meal Corn Bursts),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",385,3320,90590,46880,1900,350,93,0,32.25,0.289,4.7,48.4,0.07,5,37,4,71,855,0,0,0,2500
Cereal (Malt-O-Meal Frosted Flakes),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",389,4250,90200,39270,1200,870,107,0,16.12,0.304,5.4,19.4,0.09,3,46,12,82,451,0,0,0,3000
Cereal (Malt-O-Meal Fruity Dyno-Bites),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",404,3900,90100,42600,1000,3150,640,1,26.5,0.492,3.4,1,1.27,3,67,15,76,630,0,0,0,1200
Cereal (Malt-O-Meal Honey Graham Squares),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",374,5300,85100,35000,5600,3200,400,0,16.1,0.304,15.2,19.4,0.64,323,129,26,206,772,0,0,0,2200
Cereal (Malt-O-Meal Honey Nut Toasty O's),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",376,8850,79690,32890,7100,5000,529,0,21.4,0.64,20.6,21.4,0.48,425,328,90,412,566,0,0,0,2860
Cereal (Malt-O-Meal Marshmallow Mateys),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",387,6940,82770,40910,4900,3530,719,0,16.67,0.648,19.4,20,0.2,333,232,71,186,667,0,0,0,2190
Cereal (Malt-O-Meal Golden Puffs),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",380,5700,88500,56200,5000,2200,500,0,18.5,0.351,15.6,22,0.41,14,213,59,183,142,0,0,0,2900
Cereal (Malt-O-Meal Toasted Oat Cereal),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",372,12400,73200,4500,10100,6600,1600,0,17.9,0.692,26.2,21.4,0.41,357,357,114,633,497,0,0,0,3760
Cereal (Malt-O-Meal Tootie Fruities),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",391,4690,85940,45310,2200,3200,687,0,15.63,0.606,5.8,18.8,0.01,313,78,24,104,453,0,0,0,2500
"Cereal, muesli","Ready-to-eat cereal, higher sugar (>21.2g/100g)",355,8600,74900,25100,7700,5400,600,0,9.1,0.708,22.4,0.3,9.82,36,225,67,324,239,0,0,0,10000
Cereal (General Mills Cheerios Multigrain),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",370,8300,81400,21200,8700,4090,890,0,17.2,0.671,23.6,20.7,0.62,345,276,55,483,401,0,0,0,2500
Cereal (Nature Valley Granola),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",422,9960,73750,22200,9400,11460,1532,1,1.75,0,25.4,0.4,1.1,82,347,93,426,103,0,0,0,3000
Cereal (General Mills Cheerios Oat Cluster Crunch),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",378,8500,80700,27900,7000,4600,1000,0,18.5,0.574,28.3,22.2,0.31,296,222,59,285,489,0,0,0,2600
Cereal (General Mills Cheerios Protein),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",376,12390,76130,29480,7300,5070,929,0,15.885,0.533,40.6,17.1,0.36,325,363,86,484,477,0,0,0,2940
Cereal (General Mills Oatmeal Crisp with Almonds),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",390,9890,78090,22890,8200,6690,1100,0,6.69,0.048,32.4,0,1.46,33,167,67,336,212,0,0,0,2900
Cereal (Quaker Honey Graham Oh's),"Ready-to-eat cereal, higher sugar (>21.2g/100g)",412,3920,83650,43230,2100,7630,5709,0,4.334,0.544,7,36.4,5.39,11,133,43,167,679,0,0,0,2750
"Cereal (Quaker Granola with Oats, Honey, and Raisins)","Ready-to-eat cereal, higher sugar (>21.2g/100g)",422,9960,73750,22200,9400,11460,1532,1,1.75,0,25.4,0.4,1.1,82,347,93,426,103,0,0,0,3000
Cereal (Nature's Path Organic Flax Plus),"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",350,11910,75270,12250,16600,5460,620,0,0.22,0,5.7,0,1.27,55,460,28,501,458,0,0,0,3400
